judet,data,categorie_pers,total_doze,astra,pfizer,moderna
Valcea,2021-03-18,1,69,1,68,0
Valcea,2021-03-18,2,631,64,557,10
Valcea,2021-03-18,3,17,12,5,0
Valcea,2021-03-18,toate,717,77,630,10
Valcea,toate,1,481,48,407,26
Valcea,toate,2,12412,1644,9467,1301
Valcea,toate,3,50,24,25,1
Valcea,toate,toate,12943,1716,9899,1328
Vaslui,2021-03-01,1,45,12,33,0
Vaslui,2021-03-01,2,551,110,441,0
Vaslui,2021-03-01,3,0,0,0,0
Vaslui,2021-03-01,toate,596,122,474,0
Vaslui,2021-03-02,1,27,1,26,0
Vaslui,2021-03-02,2,556,60,496,0
Vaslui,2021-03-02,3,0,0,0,0
Vaslui,2021-03-02,toate,583,61,522,0
Vaslui,2021-03-03,1,20,1,19,0
Vaslui,2021-03-03,2,530,99,431,0
Vaslui,2021-03-03,3,0,0,0,0
Vaslui,2021-03-03,toate,550,100,450,0
Vaslui,2021-03-04,1,30,0,27,3
Vaslui,2021-03-04,2,567,66,375,126
Vaslui,2021-03-04,3,0,0,0,0
Vaslui,2021-03-04,toate,597,66,402,129
Vaslui,2021-03-05,1,21,1,20,0
Vaslui,2021-03-05,2,615,73,472,70
Vaslui,2021-03-05,3,0,0,0,0
Vaslui,2021-03-05,toate,636,74,492,70
Vaslui,2021-03-06,1,44,9,34,1
Vaslui,2021-03-06,2,710,52,469,189
Vaslui,2021-03-06,3,0,0,0,0
Vaslui,2021-03-06,toate,754,61,503,190
Vaslui,2021-03-07,1,28,1,27,0
Vaslui,2021-03-07,2,656,49,477,130
Vaslui,2021-03-07,3,0,0,0,0
Vaslui,2021-03-07,toate,684,50,504,130
Vaslui,2021-03-08,1,20,0,20,0
Vaslui,2021-03-08,2,670,38,592,40
Vaslui,2021-03-08,3,0,0,0,0
Vaslui,2021-03-08,toate,690,38,612,40
Vaslui,2021-03-09,1,18,1,17,0
Vaslui,2021-03-09,2,512,43,439,30
Vaslui,2021-03-09,3,0,0,0,0
Vaslui,2021-03-09,toate,530,44,456,30
Vaslui,2021-03-10,1,19,5,13,1
Vaslui,2021-03-10,2,527,29,449,49
Vaslui,2021-03-10,3,0,0,0,0
Vaslui,2021-03-10,toate,546,34,462,50
Vaslui,2021-03-11,1,10,0,10,0
Vaslui,2021-03-11,2,524,20,464,40
Vaslui,2021-03-11,3,0,0,0,0
Vaslui,2021-03-11,toate,534,20,474,40
Vaslui,2021-03-12,1,12,1,11,0
Vaslui,2021-03-12,2,631,63,529,39
Vaslui,2021-03-12,3,0,0,0,0
Vaslui,2021-03-12,toate,643,64,540,39
Vaslui,2021-03-13,1,16,0,16,0
Vaslui,2021-03-13,2,654,69,535,50
Vaslui,2021-03-13,3,0,0,0,0
Vaslui,2021-03-13,toate,670,69,551,50
Vaslui,2021-03-14,1,21,1,20,0
Vaslui,2021-03-14,2,688,77,561,50
Vaslui,2021-03-14,3,1,0,1,0
Vaslui,2021-03-14,toate,710,78,582,50
Vaslui,2021-03-15,1,17,2,15,0
Vaslui,2021-03-15,2,724,74,580,70
Vaslui,2021-03-15,3,7,2,5,0
Vaslui,2021-03-15,toate,748,78,600,70
Vaslui,2021-03-16,1,14,0,8,6
Vaslui,2021-03-16,2,739,59,533,147
Vaslui,2021-03-16,3,6,0,4,2
Vaslui,2021-03-16,toate,759,59,545,155
Vaslui,2021-03-17,1,18,1,15,2
Vaslui,2021-03-17,2,680,64,488,128
Vaslui,2021-03-17,3,11,4,7,0
Vaslui,2021-03-17,toate,709,69,510,130
Vaslui,2021-03-18,1,35,0,34,1
Vaslui,2021-03-18,2,748,55,554,139
Vaslui,2021-03-18,3,18,7,11,0
Vaslui,2021-03-18,toate,801,62,599,140
Vaslui,toate,1,415,36,365,14
Vaslui,toate,2,11282,1100,8885,1297
Vaslui,toate,3,43,13,28,2
Vaslui,toate,toate,11740,1149,9278,1313
Vrancea,2021-03-01,1,15,2,13,0
Vrancea,2021-03-01,2,444,79,365,0
Vrancea,2021-03-01,3,0,0,0,0
Vrancea,2021-03-01,toate,459,81,378,0
Vrancea,2021-03-02,1,5,1,4,0
Vrancea,2021-03-02,2,498,107,391,0
Vrancea,2021-03-02,3,1,0,1,0
Vrancea,2021-03-02,toate,504,108,396,0
Vrancea,2021-03-03,1,24,4,20,0
Vrancea,2021-03-03,2,514,120,394,0
Vrancea,2021-03-03,3,0,0,0,0
Vrancea,2021-03-03,toate,538,124,414,0
Vrancea,2021-03-04,1,33,8,14,11
Vrancea,2021-03-04,2,551,73,400,78
Vrancea,2021-03-04,3,0,0,0,0
Vrancea,2021-03-04,toate,584,81,414,89
Vrancea,2021-03-05,1,24,8,14,2
Vrancea,2021-03-05,2,630,97,465,68
Vrancea,2021-03-05,3,0,0,0,0
Vrancea,2021-03-05,toate,654,105,479,70
Vrancea,2021-03-06,1,13,4,8,1
Vrancea,2021-03-06,2,633,62,485,86
Vrancea,2021-03-06,3,3,0,0,3
Vrancea,2021-03-06,toate,649,66,493,90
Vrancea,2021-03-07,1,14,2,12,0
Vrancea,2021-03-07,2,706,32,568,106
Vrancea,2021-03-07,3,5,0,2,3
Vrancea,2021-03-07,toate,725,34,582,109
Vrancea,2021-03-08,1,19,0,19,0
Vrancea,2021-03-08,2,588,38,520,30
Vrancea,2021-03-08,3,1,0,1,0
Vrancea,2021-03-08,toate,608,38,540,30
Vrancea,2021-03-09,1,12,5,5,2
Vrancea,2021-03-09,2,592,47,469,76
Vrancea,2021-03-09,3,2,0,0,2
Vrancea,2021-03-09,toate,606,52,474,80
Vrancea,2021-03-10,1,20,10,9,1
Vrancea,2021-03-10,2,488,39,411,38
Vrancea,2021-03-10,3,0,0,0,0
Vrancea,2021-03-10,toate,508,49,420,39
Vrancea,2021-03-11,1,13,5,8,0
Vrancea,2021-03-11,2,550,76,446,28
Vrancea,2021-03-11,3,4,0,2,2
Vrancea,2021-03-11,toate,567,81,456,30
Vrancea,2021-03-12,1,37,6,19,12
Vrancea,2021-03-12,2,830,87,688,55
Vrancea,2021-03-12,3,4,0,1,3
Vrancea,2021-03-12,toate,871,93,708,70
Vrancea,2021-03-13,1,16,2,12,2
Vrancea,2021-03-13,2,688,72,578,38
Vrancea,2021-03-13,3,3,0,3,0
Vrancea,2021-03-13,toate,707,74,593,40
Vrancea,2021-03-14,1,23,1,20,2
Vrancea,2021-03-14,2,603,47,519,37
Vrancea,2021-03-14,3,2,0,2,0
Vrancea,2021-03-14,toate,628,48,541,39
Vrancea,2021-03-15,1,20,0,15,5
Vrancea,2021-03-15,2,1213,74,916,223
Vrancea,2021-03-15,3,2,0,1,1
Vrancea,2021-03-15,toate,1235,74,932,229
Vrancea,2021-03-16,1,34,0,34,0
Vrancea,2021-03-16,2,823,45,575,203
Vrancea,2021-03-16,3,9,1,7,1
Vrancea,2021-03-16,toate,866,46,616,204
Vrancea,2021-03-17,1,17,0,10,7
Vrancea,2021-03-17,2,815,40,426,349
Vrancea,2021-03-17,3,67,1,1,65
Vrancea,2021-03-17,toate,899,41,437,421
Vrancea,2021-03-18,1,21,0,17,4
Vrancea,2021-03-18,2,685,50,505,130
Vrancea,2021-03-18,3,119,33,1,85
Vrancea,2021-03-18,toate,825,83,523,219
Vrancea,toate,1,360,58,253,49
Vrancea,toate,2,11851,1185,9121,1545
Vrancea,toate,3,222,35,22,165
Vrancea,toate,toate,12433,1278,9396,1759
toate,2021-03-01,1,1960,607,1353,0
toate,2021-03-01,2,35402,8999,26403,0
toate,2021-03-01,3,86,17,69,0
toate,2021-03-01,toate,37448,9623,27825,0
toate,2021-03-02,1,1815,579,1236,0
toate,2021-03-02,2,36248,8719,27529,0
toate,2021-03-02,3,88,40,48,0
toate,2021-03-02,toate,38151,9338,28813,0
toate,2021-03-03,1,1876,651,1224,1
toate,2021-03-03,2,36286,7932,28345,9
toate,2021-03-03,3,40,19,21,0
toate,2021-03-03,toate,38202,8602,29590,10
toate,2021-03-04,1,2087,591,1339,157
toate,2021-03-04,2,42865,6949,28763,7153
toate,2021-03-04,3,68,28,32,8
toate,2021-03-04,toate,45020,7568,30134,7318
toate,2021-03-05,1,2177,584,1418,175
toate,2021-03-05,2,44135,7036,29038,8061
toate,2021-03-05,3,99,27,44,28
toate,2021-03-05,toate,46411,7647,30500,8264
toate,2021-03-06,1,2054,444,1523,87
toate,2021-03-06,2,45793,6768,30823,8202
toate,2021-03-06,3,76,42,24,10
toate,2021-03-06,toate,47923,7254,32370,8299
toate,2021-03-07,1,1669,511,1077,81
toate,2021-03-07,2,43031,5761,29735,7535
toate,2021-03-07,3,82,33,40,9
toate,2021-03-07,toate,44782,6305,30852,7625
toate,2021-03-08,1,2843,489,2207,147
toate,2021-03-08,2,42295,6117,31547,4631
toate,2021-03-08,3,86,23,42,21
toate,2021-03-08,toate,45224,6629,33796,4799
toate,2021-03-09,1,3015,460,2442,113
toate,2021-03-09,2,46031,7014,34229,4788
toate,2021-03-09,3,124,17,71,36
toate,2021-03-09,toate,49170,7491,36742,4937
toate,2021-03-10,1,3106,400,2605,101
toate,2021-03-10,2,47538,6660,37089,3789
toate,2021-03-10,3,163,11,122,30
toate,2021-03-10,toate,50807,7071,39816,3920
toate,2021-03-11,1,2457,443,1908,106
toate,2021-03-11,2,47568,5747,38665,3156
toate,2021-03-11,3,107,6,78,23
toate,2021-03-11,toate,50132,6196,40651,3285
toate,2021-03-12,1,2249,369,1804,76
toate,2021-03-12,2,47705,5432,38701,3572
toate,2021-03-12,3,160,21,114,25
toate,2021-03-12,toate,50114,5822,40619,3673
toate,2021-03-13,1,1756,318,1371,67
toate,2021-03-13,2,43646,5236,35243,3167
toate,2021-03-13,3,153,54,85,14
toate,2021-03-13,toate,45555,5608,36699,3248
toate,2021-03-14,1,1585,217,1323,45
toate,2021-03-14,2,40676,5024,32791,2861
toate,2021-03-14,3,127,46,62,19
toate,2021-03-14,toate,42388,5287,34176,2925
toate,2021-03-15,1,2350,376,1853,121
toate,2021-03-15,2,50627,6172,37011,7444
toate,2021-03-15,3,1969,1732,162,75
toate,2021-03-15,toate,54946,8280,39026,7640
toate,2021-03-16,1,2755,252,2043,460
toate,2021-03-16,2,54303,4911,37393,11999
toate,2021-03-16,3,2084,1558,412,114
toate,2021-03-16,toate,59142,6721,39848,12573
toate,2021-03-17,1,2347,260,1796,291
toate,2021-03-17,2,48799,4458,36226,8115
toate,2021-03-17,3,2515,1816,426,273
toate,2021-03-17,toate,53661,6534,38448,8679
toate,2021-03-18,1,2696,208,2367,121
toate,2021-03-18,2,44458,4198,35081,5179
toate,2021-03-18,3,3763,2616,600,547
toate,2021-03-18,toate,50917,7022,38048,5847
toate,toate,1,40797,7759,30889,2149
toate,toate,2,797406,113133,594612,89661
toate,toate,3,11790,8106,2452,1232
toate,toate,toate,849993,128998,627953,93042
